Time (UTC),Time (Local),Name,Unit,Quantity,Mass (g),Ingredients,Calories (kcal),Carbs (g),Fat (g),Protein (g),Saturated Fat (g),Trans Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Cholesterol (mg),Sodium (mg),Fiber (g),Sugar (g),Sugar Added (g),Vitamin D (mg),Calcium (mg),Iron (mg),Potassium (mg),Vitamin A (IU),Vitamin C (mg),Alcohol (g),Sugar Alcohol (g),Vitamin B12 (µg),Vitamin B12 Added (µg),Vitamin B6 (mg),Vitamin E (mg),Vitamin E Added (mg),Magnesium (mg),Phosphorus (mg),Iodine (µg)
2025-07-23T12:55:29.900Z,2025-07-23T08:55:29,"chicken bone broth","cup",1,252.86,"null",40.97,0.5478,0.2715,9.3568,0.0232,0,0.0297,0.0122,2.49,486.2296,0,0.5354,0,0,14.0309,0.1982,24.01,2.49,0,0,0,0.0249,0,0.0007,0,0,4.6287,8.88,0
2025-07-23T10:50:33.000Z,2025-07-23T06:50:33,"cracker","cracker",1,4,"null",20.4,2.452,1.0572,0.2656,0.2225,0.043,0.2621,0.5255,0,29.04,0.092,0.3272,0,0,4.8,0.1612,4.72,0,0,0,0,0,0,0.0025,0,0,0.72,9.92,0
2025-07-23T10:50:33.000Z,2025-07-23T06:50:33,"pb","tbsp",1,16,"null",94.08,3.8368,7.9264,3.5088,1.523,0,3.3162,1.813,0,76.16,0.912,1.04,0,0,8.64,0.3456,94.72,0,0,0,0,0,0,0.0882,0,0,28.64,53.6,0
2025-07-23T00:17:17.517Z,2025-07-22T20:17:17,"orange","fruit (2-7/8" dia)",1,140,"null",68.6,17.556,0.21,1.274,0.0238,0,0.042,0.0434,0,1.4,3.08,11.9,0,0,60.2,0.182,232.4,345.8,82.74,0,0,0,0,0.1106,0,0,15.4,32.2,0
2025-07-23T00:07:58.613Z,2025-07-22T20:07:58,"shredded chicken","cup",0.5,67.5,"null",112.725,0,4.4753,16.8818,1.2218,0,1.6875,1.0193,50.625,50.625,0,0,0,0,8.1,0.8168,154.575,27.675,0,0,0,0.1958,0,0.2768,0,0,14.175,129.6,0
2025-07-23T00:07:58.613Z,2025-07-22T20:07:58,"kale","cup",0.25,32.5,"null",9.1,1.8298,0.13,0.6175,0.0169,0,0.0098,0.0627,0,7.475,0.65,0.4063,0,0,23.4,0.2925,74.1,4426.825,13.325,0,0,0,0,0.0449,0,0,5.85,9.1,0
2025-07-23T00:07:58.613Z,2025-07-22T20:07:58,"cannellini beans","cup",0.25,44.75,"null",62.2025,11.2278,0.1566,4.3542,0.0407,0,0.0139,0.068,0,2.685,2.8193,0.1522,0,0,40.275,1.6558,251.0475,0,0,0,0,0,0,0.0416,0,0,28.1925,50.5675,0
2025-07-23T00:07:58.613Z,2025-07-22T20:07:58,"diced tomatoes","cup",0.25,60,"null",9.6,2.082,0.15,0.474,0.0204,0,0.024,0.0606,0,69,1.14,1.53,0,0,19.8,0.342,114.6,244.8,7.56,0,0,0,0,0.0666,0,0,6,10.2,0
2025-07-23T00:07:58.613Z,2025-07-22T20:07:58,"chicken broth","cup",0.5,124.5,"null",7.47,0.5478,0.2615,0.7968,0.0162,0,0.0237,0.0112,2.49,461.895,0,0.5354,0,0,4.98,0.0872,22.41,2.49,0,0,0,0.0249,0,0,0,0,1.245,4.98,0
2025-07-22T21:30:00.000Z,2025-07-22T17:30:00,"pb","g",30,30,"null",176.4,7.194,14.862,6.579,2.8557,0,6.2178,3.3993,0,142.8,1.71,1.95,0,0,16.2,0.648,177.6,0,0,0,0,0,0,0.1653,0,0,53.7,100.5,0
2025-07-22T21:30:00.000Z,2025-07-22T17:30:00,"high fiber cracker","Cracker",1,10.31,"null",35.9611,3.5876,2.124,0.926,0.2868,0,1.0438,0.6906,0,32.5279,0.9409,0.0521,0,0,13.3069,0.3456,33.4618,0.6455,0.0082,0,0,0,0,0.0186,0,0,12.866,24.0182,0
2025-07-22T17:04:41.085Z,2025-07-22T13:04:41,"pelmeni","g",150,150,"null",314.1871,44.0608,7.6479,15.7698,2.3993,0.0233,3.198,1.2483,57.2828,420.7404,1.6527,0.968,0,12.4693,35.8752,1.2777,212.984,62.1033,1.1129,0,0,0.3849,0,0.2407,0,0,24.5624,168.3362,0
2025-07-22T17:04:41.085Z,2025-07-22T13:04:41,"vinegar","g",15,15,"null",2.7,0.006,0,0,0,0,0,0,0,0.3,0,0.006,0,0,0.9,0.0045,0.3,0,0,0,0,0,0,0,0,0,0.15,0.6,0
2025-07-22T16:59:54.200Z,2025-07-22T12:59:54,"cooked spinach","cup",0.75,135,"null",31.05,5.0625,0.351,4.0095,0.0581,0,0.0081,0.1472,0,413.1,3.24,0.5805,0,0,183.6,4.8195,629.1,14149.35,13.23,0,0,0,0,0.3267,0,0,117.45,75.6,0
2025-07-22T16:59:54.200Z,2025-07-22T12:59:54,"olive oil","tablespoon",1,13.5,"null",119.34,0,13.5,0,1.8641,0,9.8497,1.4206,0,0.27,0,0,0,0,0.135,0.0756,0.135,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-22T12:03:02.000Z,2025-07-22T08:03:02,"matcha","g",4,4,"null",0.04,0,0,0.0088,0,0,0,0,0,0.04,0,0,0,0,0,0.0008,0.32,0,0.012,0,0,0,0,0.0002,0,0,0.04,0,0
2025-07-22T11:21:38.099Z,2025-07-22T07:21:38,"bone broth","cup",1,252.86,"null",40.97,0.5478,0.2715,9.3568,0.0232,0,0.0297,0.0122,2.49,486.2296,0,0.5354,0,0,14.0309,0.1982,24.01,2.49,0,0,0,0.0249,0,0.0007,0,0,4.6287,8.88,0
2025-07-22T11:21:38.099Z,2025-07-22T07:21:38,"flaxseeds","g",12,12,"null",64.08,3.4656,5.0592,2.1948,0.4396,0,0.9032,3.4476,0,3.6,3.276,0.186,0,0,30.6,0.6876,97.56,0,0.072,0,0,0,0,0.0568,0,0,47.04,77.04,0
2025-07-22T11:21:38.099Z,2025-07-22T07:21:38,"turmeric","tsp",1,3,"null",9.36,2.0142,0.0975,0.2904,0.0551,0.0017,0.0135,0.0227,0,0.81,0.681,0.0963,0,0,5.04,1.65,62.4,0,0.021,0,0,0,0,0.0032,0,0,6.24,8.97,0
2025-07-22T11:21:38.099Z,2025-07-22T07:21:38,"ginger","tsp",1,2,"null",1.6,0.3554,0.015,0.0364,0.0041,0,0.0031,0.0031,0,0.26,0.04,0.034,0,0,0.32,0.012,8.3,0,0.1,0,0,0,0,0.0032,0,0,0.86,0.68,0
2025-07-22T11:20:58.069Z,2025-07-22T07:20:58,"fried egg","large",1,46,"null",90.16,0.3818,6.8264,6.2606,1.9886,0.0189,2.8437,1.4955,184.46,95.22,0,0.184,0,40.48,28.52,0.8694,69.92,362.02,0,0,0,0.4462,0,0.0846,0,0,5.98,98.9,0
2025-07-22T11:20:58.069Z,2025-07-22T07:20:58,"pasta","cup",1,122,"null",192.76,37.6492,1.1346,7.076,0.2147,0,0.1598,0.3977,0,1.22,2.196,0.6832,0,0,8.54,1.5616,53.68,0,0,0,0,0,0,0.0598,0,0,21.96,70.76,0
2025-07-22T11:20:58.069Z,2025-07-22T07:20:58,"tomato sauce","cup",0.25,61.25,"null",14.7,3.2524,0.1838,0.735,0.0251,0,0.0276,0.0741,0,290.325,0.9188,2.1805,0,0,8.575,0.588,181.9125,266.4375,4.2875,0,0,0,0,0.06,0,0,9.1875,16.5375,0
2025-07-22T11:20:58.069Z,2025-07-22T07:20:58,"onion","tbsp chopped",2,30,"null",13.2,3.045,0.057,0.408,0.0093,0,0.0081,0.0219,0,0.9,0.42,1.419,0,0,6.6,0.072,49.8,0.6,1.56,0,0,0,0,0.0387,0,0,3.3,10.5,0
2025-07-22T11:20:58.069Z,2025-07-22T07:20:58,"chopped parsley","tbsp",1,3.8,"null",1.368,0.2405,0.03,0.1129,0.005,0,0.0112,0.0047,0,2.128,0.1254,0.0323,0,0,5.244,0.2356,21.052,320.112,5.054,0,0,0,0,0.0034,0,0,1.9,2.204,0
2025-07-22T11:20:58.069Z,2025-07-22T07:20:58,"cooked chicken","cup",0.5,67.5,"null",148.5,0.0338,8.8223,16.173,2.4705,0,3.5235,1.9238,63.45,47.925,0,0,0,0,8.775,1.0868,137.7,402.975,0.27,0,0,0.5265,0,0.2295,0,0,13.5,120.825,0
2025-07-21T22:30:07.000Z,2025-07-21T18:30:07,"peanut butter chocolate ice cream","serving",1,85,"null",300.296,17.8966,22.8335,8.4522,8.5991,0,8.1854,3.3129,35.52,156.552,2.0034,11.9482,0,7.104,97.996,1.1611,293.632,422.096,0.296,0,0,0.1066,0,0.1617,0,0,65.126,154.51,0
2025-07-21T22:30:07.000Z,2025-07-21T18:30:07,"sugar cone","oz",1,28.35,"null",113.967,23.8424,1.0773,2.2397,0.1625,0,0.4168,0.4116,0,84.483,0.482,7.2746,0,0,12.474,1.2559,41.1075,0,0,0,0,0,0,0.0147,0,0,8.7885,29.2005,0
2025-07-21T18:49:57.024Z,2025-07-21T14:49:57,"tortellini pasta","cup",1,108,"null",331.56,50.76,7.8084,14.58,3.888,0,2.2313,0.4979,45.36,438.48,2.052,1.026,0,0,164.16,1.62,96.12,154.44,0,0,0,0.1728,0,0.0464,0,0,22.68,228.96,0
2025-07-21T18:49:57.024Z,2025-07-21T14:49:57,"black pepper","tsp",0.25,0.65,"null",1.6315,0.4157,0.0212,0.0675,0.0091,0,0.0048,0.0065,0,0.13,0.1645,0.0042,0,0,2.8795,0.0631,8.6385,3.5555,0,0,0,0,0,0.0019,0,0,1.1115,1.027,0
2025-07-21T18:49:57.024Z,2025-07-21T14:49:57,"kimchi","cup",1,150,"null",22.5,3.6,0.75,1.65,0.1005,0,0.0555,0.3615,0,747,2.4,1.59,0,0,49.5,3.75,226.5,139.5,0,0,0,0,0,0.3195,0,0,21,36,0
2025-07-21T17:57:22.941Z,2025-07-21T13:57:22,"crispbread","crispbread",1,10,"null",36.6,8.22,0.13,0.79,0.0145,0,0.0165,0.0557,0,41,1.65,0.107,0,0,3.1,0.243,31.9,0,0,0,0,0,0,0.021,0,0,7.8,26.9,0
2025-07-21T17:57:22.941Z,2025-07-21T13:57:22,"cracker","cracker",1,4,"null",20.4,2.452,1.0572,0.2656,0.2225,0.043,0.2621,0.5255,0,29.04,0.092,0.3272,0,0,4.8,0.1612,4.72,0,0,0,0,0,0,0.0025,0,0,0.72,9.92,0
2025-07-21T17:57:22.941Z,2025-07-21T13:57:22,"crunchy peanut butter","g",30,30,"null",176.7,6.471,14.982,7.218,2.2821,0,6.9369,4.1796,0,145.8,2.4,2.523,0,0,13.5,0.57,223.5,0,0,0,0,0,0,0.1254,0,0,48,95.7,0
2025-07-21T15:38:21.222Z,2025-07-21T11:38:21,"coco","tbsp",1,5,"null",20.5,3,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-21T15:38:21.222Z,2025-07-21T11:38:21,"cocoa","tbsp",1,5,"null",20.5,3,0.5,1,0,0,0,0,0,0,1,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-21T12:44:40.898Z,2025-07-21T08:44:40,"green juice","oz",8,246.4,"null",83.3054,20.6393,0.4829,1.4009,0.0768,0,0.0344,0.1309,0,45.3518,4.515,13.8851,0,0,46.4655,0.5282,392.1773,840.613,19.9567,0,0,0,0,0.1433,0,0,23.5009,45.3518,0
2025-07-21T12:44:40.898Z,2025-07-21T08:44:40,"fried egg","large",2,92,"null",180.32,0.7636,13.6528,12.5212,3.9772,0.0377,5.6874,2.9909,368.92,190.44,0,0.368,0,80.96,57.04,1.7388,139.84,724.04,0,0,0,0.8924,0,0.1693,0,0,11.96,197.8,0
2025-07-21T12:44:40.898Z,2025-07-21T08:44:40,"toast","slices",2,44,"null",127.6,23.98,1.76,3.96,0.3362,0,0.3502,0.9196,0.44,236.28,1.276,2.728,0,0,52.36,1.4652,57.64,0.44,0,0,0,0.0088,0,0.0277,0,0,11.44,45.32,0
2025-07-21T12:44:40.898Z,2025-07-21T08:44:40,"dill","tbsp",1,0.56,"null",0.2392,0.0391,0.0062,0.0193,0.0003,0,0.0045,0.0005,0,0.3393,0.0117,0,0,0,1.157,0.0367,4.1051,42.9314,0.4728,0,0,0,0,0.001,0,0,0.3059,0.3671,0
2025-07-21T11:06:40.504Z,2025-07-21T07:06:40,"chicken bone broth","cup",1,252.86,"null",40.97,0.5478,0.2715,9.3568,0.0232,0,0.0297,0.0122,2.49,486.2296,0,0.5354,0,0,14.0309,0.1982,24.01,2.49,0,0,0,0.0249,0,0.0007,0,0,4.6287,8.88,0
2025-07-21T11:06:40.504Z,2025-07-21T07:06:40,"flaxseeds","g",12,12,"null",64.08,3.4656,5.0592,2.1948,0.4396,0,0.9032,3.4476,0,3.6,3.276,0.186,0,0,30.6,0.6876,97.56,0,0.072,0,0,0,0,0.0568,0,0,47.04,77.04,0
2025-07-21T11:06:40.504Z,2025-07-21T07:06:40,"turmeric","tsp",1,3,"null",9.36,2.0142,0.0975,0.2904,0.0551,0.0017,0.0135,0.0227,0,0.81,0.681,0.0963,0,0,5.04,1.65,62.4,0,0.021,0,0,0,0,0.0032,0,0,6.24,8.97,0
2025-07-21T11:06:40.504Z,2025-07-21T07:06:40,"ginger","tsp",1,2,"null",1.6,0.3554,0.015,0.0364,0.0041,0,0.0031,0.0031,0,0.26,0.04,0.034,0,0,0.32,0.012,8.3,0,0.1,0,0,0,0,0.0032,0,0,0.86,0.68,0
2025-07-21T11:06:40.504Z,2025-07-21T07:06:40,"pepper","tsp, ground",1,2.3,"null",5.773,1.4709,0.075,0.239,0.032,0,0.017,0.023,0,0.46,0.5819,0.0147,0,0,10.189,0.2233,30.567,12.581,0,0,0,0,0,0.0067,0,0,3.933,3.634,0
2025-07-20T21:39:36.839Z,2025-07-20T17:39:36,"chocolate syrup","tbsp",2,39,"null",108.81,25.389,0.4407,0.819,0.2024,0,0.1115,0.0101,0,28.08,1.014,19.3635,0,0,5.46,0.8229,87.36,0,0.078,0,0,0,0,0.0023,0,0,25.35,50.31,0
2025-07-20T21:39:36.839Z,2025-07-20T17:39:36,"chocolate cookie","cup",0.25,56.7,"null",277.2574,26.3476,18.7835,2.6242,9.0598,0.5416,4.2926,3.8942,56.9483,204.5258,1.1621,23.4255,0,4.7551,14.3136,1.5722,43.8502,443.8969,0.0905,0.1729,0,0.0796,0,0.0479,0,0,12.0803,39.5377,0
2025-07-20T21:39:36.839Z,2025-07-20T17:39:36,"chocolate chips","tbsp",2,21.79,"null",104.6,13.9249,6.5375,0.9153,3.868,0,2.1718,0.2105,0,2.3971,1.2857,11.8765,0,0,6.9733,0.6821,79.5396,0,0,0,0,0,0,0.0076,0,0,25.0604,28.765,0
2025-07-20T21:39:36.839Z,2025-07-20T17:39:36,"candy","tbsp",2,28.35,"null",111.699,27.783,0.0567,0,0,0,0,0,0,10.773,0,17.8322,0,0,0.8505,0.0851,1.4175,0,0,0,0,0,0,0.0009,0,0,0.8505,0.8505,0
2025-07-20T17:20:26.000Z,2025-07-20T13:20:26,"hot pot","serving (about 2 cups)",1,493.92,"null",622.0313,34.8323,33.1133,46.3758,9.1141,0.013,13.3495,6.9024,113.8104,2179.6465,3.0906,14.4105,0,11.1336,250.2625,5.8945,1013.9959,3682.7295,7.2358,0,0,1.9803,0,0.9824,0,0,111.8884,446.9957,0
2025-07-20T16:09:52.694Z,2025-07-20T12:09:52,"matcha","tsp",1,2,"null",0.02,0,0,0.0044,0,0,0,0,0,0.02,0,0,0,0,0,0.0004,0.16,0,0.006,0,0,0,0,0.0001,0,0,0.02,0,0
2025-07-20T16:09:52.694Z,2025-07-20T12:09:52,"oat milk","cup",1,241.2,"null",130.38,29.1512,0.978,1.9725,0.1665,0,0.297,0.345,0,9.378,1.515,19.1105,0,0,14.206,0.647,54.68,0,0,0,0,0,0,0.015,0,0,22.772,61.5,0
2025-07-20T16:09:52.694Z,2025-07-20T12:09:52,"strawberry","large",5,90,"null",28.8,6.912,0.27,0.603,0.0135,0,0.0387,0.1395,0,0.9,1.8,4.401,0,0,14.4,0.369,137.7,10.8,52.92,0,0,0,0,0.0423,0,0,11.7,21.6,0
2025-07-20T12:48:04.764Z,2025-07-20T08:48:04,"white bread","slice",1,29,"null",77.14,14.3318,0.9657,2.5665,0.2024,0.0078,0.1737,0.4646,0,142.1,0.783,1.6443,0,0,41.76,1.0469,36.54,0.29,0,0,0,0,0,0.0252,0,0,6.67,28.42,0
2025-07-20T12:48:04.764Z,2025-07-20T08:48:04,"butter","tbsp",1,14.2,"null",101.814,0.0085,11.5176,0.1207,7.2943,0.4655,2.985,0.4321,30.53,91.306,0,0.0085,0,0,3.408,0.0028,3.408,354.858,0,0,0,0.0241,0,0.0004,0,0,0.284,3.408,0
2025-07-20T12:48:04.764Z,2025-07-20T08:48:04,"caviar","tbsp",1,16,"null",42.24,0.64,2.864,3.936,0.6496,0,0.741,1.1848,94.08,240,0,0,0,18.72,44,1.9008,28.96,144.8,0,0,0,3.2,0,0.0512,0,0,48,56.96,0
2025-07-20T12:48:04.764Z,2025-07-20T08:48:04,"orange juice","cup",1,248,"null",111.6,25.792,0.496,1.736,0.0595,0,0.0893,0.0992,0,2.48,0.496,20.832,0,0,27.28,0.496,496,496,124,0,0,0,0,0.0992,0,0,27.28,42.16,0
2025-07-19T22:28:36.026Z,2025-07-19T18:28:36,"flan","cup",0.5,153,"null",221.85,34.8534,6.1659,6.9309,2.7525,0,1.937,0.5998,137.7,81.09,0,35.4195,0,0,126.99,0.5814,180.54,246.33,0,0,0,0.5508,0,0.0673,0,0,13.77,146.88,0
2025-07-19T21:56:58.664Z,2025-07-19T17:56:58,"watermelon","wedge (approx 1/16 of melon)",1,286,"null",85.8,21.593,0.429,1.7446,0.0458,0,0.1058,0.143,0,2.86,1.144,17.732,0,0,20.02,0.6864,320.32,1627.34,23.166,0,0,0,0,0.1287,0,0,28.6,31.46,0
2025-07-19T21:39:03.000Z,2025-07-19T17:39:03,"potato salad","cup",1,250,"null",357.5,27.925,20.5,6.7,3.5725,0,6.2,9.3425,170,1322.5,3.25,0,0,0,47.5,1.625,635,392.5,25,0,0,0,0,0.3525,0,0,37.5,130,0
2025-07-19T20:03:43.188Z,2025-07-19T16:03:43,"steak","steak",1,221,"null",614.38,0,40.7745,57.8136,16.0534,0,16.9905,1.5094,214.37,114.92,0,0,0,26.52,37.57,3.8675,698.36,0,0,0,0,3.8233,0,1.1514,0,0,46.41,430.95,0
2025-07-19T20:03:43.188Z,2025-07-19T16:03:43,"sausage","link (4" long x 1-1/8" dia)",1,68,"null",210.12,0.6392,19.1964,8.1464,6.3328,0.1571,7.6242,2.4657,41.48,562.36,0,0.6392,0,29.24,7.48,0.4012,328.44,0,0,0,0,0.4488,0,0.1217,0,0,7.48,106.76,0
2025-07-19T19:46:55.392Z,2025-07-19T15:46:55,"sour cream","cup",0.5,115,"null",227.7,5.3245,22.2525,2.806,11.661,0.9154,5.2831,0.92,67.85,35.65,0,3.9215,0,0,116.15,0.0805,143.75,514.05,1.035,0,0,0.2415,0,0.0472,0,0,11.5,87.4,0
2025-07-19T19:46:55.392Z,2025-07-19T15:46:55,"onion","medium",1,94,"null",41.36,9.541,0.1786,1.2784,0.0291,0,0.0254,0.0686,0,2.82,1.316,4.4462,0,0,20.68,0.2256,156.04,1.88,4.888,0,0,0,0,0.1213,0,0,10.34,32.9,0
2025-07-19T19:46:55.392Z,2025-07-19T15:46:55,"chip","oz",1,28,"null",148.96,15.0724,9.5144,1.7892,0.952,0.0235,5.3096,2.319,0,147.56,0.868,0.0924,0,0,5.88,0.3584,334.88,0,6.048,0,0,0,0,0.1487,0,0,17.64,42.84,0
2025-07-19T19:46:55.392Z,2025-07-19T15:46:55,"bbq chips","cup",0.5,113.4,"null",552.258,63.4133,35.222,7.3823,4.5383,0.1406,14.9926,13.8427,0,618.03,4.3092,6.203,0,0,36.288,1.5422,1344.924,445.662,70.7616,0,0,0,0,0.4253,0,0,65.772,164.43,0
2025-07-19T19:41:12.335Z,2025-07-19T15:41:12,"sour cream and onion chips","cup",1,226.8,"null",1204.308,116.802,76.8852,18.3708,20.1625,0,13.8802,39.5086,15.876,1245.132,11.7936,0,0,0,163.296,3.6288,3018.708,385.56,84.5964,0,0,2.268,0,1.5082,0,0,167.832,399.168,0
2025-07-19T19:34:17.412Z,2025-07-19T15:34:17,"arugula","cup",0.5,10,"null",2.5,0.365,0.066,0.258,0.0086,0,0.0049,0.0319,0,2.7,0.16,0.205,0,0,16,0.146,36.9,237.3,1.5,0,0,0,0,0.0073,0,0,4.7,5.2,0
2025-07-19T19:34:17.412Z,2025-07-19T15:34:17,"olive oil","tablespoon",1,13.5,"null",119.34,0,13.5,0,1.8641,0,9.8497,1.4206,0,0.27,0,0,0,0,0.135,0.0756,0.135,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-19T19:34:17.412Z,2025-07-19T15:34:17,"balsamic vinegar","tbsp",1,16,"null",14.08,2.7248,0,0.0784,0,0,0,0,0,3.68,0,2.392,0,0,4.32,0.1152,17.92,0,0,0,0,0,0,0,0,0,1.92,3.04,0
2025-07-19T19:20:51.127Z,2025-07-19T15:20:51,"sangria","cup",0.5,128,"null",91.4272,7.6751,0.0552,0.2691,0.0078,0,0.0069,0.0144,0,7.7183,0.5983,5.183,0,2.144,30.2783,0.3232,103.2609,31.4065,12.0498,8.926,0,0,0,0.0465,0,0,11.8696,18.1683,0
2025-07-19T17:59:55.111Z,2025-07-19T13:59:55,"peach","large (2-3/4" dia)",1,175,"null",68.25,16.695,0.4375,1.5925,0.0333,0,0.1173,0.1505,0,0,2.625,14.6825,0,0,10.5,0.4375,332.5,570.5,11.55,0,0,0,0,0.0438,0,0,15.75,35,0
2025-07-19T16:20:49.230Z,2025-07-19T12:20:49,"coffee","cup (8 fl oz)",1,237,"null",2.37,0,0.0474,0.2844,0.0047,0,0.0356,0.0024,0,4.74,0,0,0,0,4.74,0.0237,116.13,0,0,0,0,0,0,0.0024,0,0,7.11,7.11,0
2025-07-19T13:01:38.424Z,2025-07-19T09:01:38,"rye bread","slice",1,21.33,"null",55.2533,10.304,0.704,1.8133,0.1336,0,0.2797,0.1705,0,128.64,1.2373,0.8213,0,0,15.5733,0.6037,35.4133,1.4933,0.0853,0,0,0,0,0.016,0,0,8.5333,26.6667,0
2025-07-19T13:01:38.424Z,2025-07-19T09:01:38,"butter","tbsp",1,14.2,"null",101.814,0.0085,11.5176,0.1207,7.2943,0.4655,2.985,0.4321,30.53,91.306,0,0.0085,0,0,3.408,0.0028,3.408,354.858,0,0,0,0.0241,0,0.0004,0,0,0.284,3.408,0
2025-07-19T13:01:38.424Z,2025-07-19T09:01:38,"caviar","tbsp",2,32,"null",84.48,1.28,5.728,7.872,1.2992,0,1.4819,2.3696,188.16,480,0,0,0,37.44,88,3.8016,57.92,289.6,0,0,0,6.4,0,0.1024,0,0,96,113.92,0
2025-07-19T13:01:38.424Z,2025-07-19T09:01:38,"orange juice","cup",1,248,"null",111.6,25.792,0.496,1.736,0.0595,0,0.0893,0.0992,0,2.48,0.496,20.832,0,0,27.28,0.496,496,496,124,0,0,0,0,0.0992,0,0,27.28,42.16,0
2025-07-18T23:53:34.779Z,2025-07-18T19:53:34,"pork ribs","medium rib",3,105,"null",379.05,0,32.403,21.9345,9.7041,0.2478,11.2445,3.1458,110.25,95.55,0,0,0,92.4,19.95,1.5015,278.25,0,0,0,0,0.4725,0,0.6195,0,0,18.9,170.1,0
2025-07-18T23:08:45.163Z,2025-07-18T19:08:45,"orange liqueur","shot (1.5 fl oz)",1,49.5,"null",130.725,10.4979,0,0,0,0,0,0,0,0.495,0,10.479,0,0,0.105,0.0209,0.99,0,0,13.026,0,0,0,0.0004,0,0,0,1.56,0
2025-07-18T23:08:45.163Z,2025-07-18T19:08:45,"dark chocolate","piece",1,8,"null",43.68,4.8936,2.5024,0.3904,1.4815,0.009,0.7632,0.0874,0.64,1.92,0.56,3.832,0,0,4.48,0.6416,44.72,4,0,0,0,0.0184,0,0.0034,0,0,11.68,16.48,0
2025-07-18T23:08:45.163Z,2025-07-18T19:08:45,"raspberry","raspberry",1,2,"null",1.04,0.2388,0.013,0.024,0.0004,0,0.0013,0.0075,0,0.02,0.13,0.0884,0,0,0.5,0.0138,3.02,0.66,0.524,0,0,0,0,0.0011,0,0,0.44,0.58,0
2025-07-18T21:08:55.400Z,2025-07-18T17:08:55,"nuts","g",30,30,"null",182.1,6.315,16.185,6.012,2.6133,0.0165,8.5464,4.3836,0,81.9,2.1,1.245,0,0,35.1,0.783,189.6,0.9,0.15,0,0,0,0,0.1056,0,0,68.7,136.8,0
2025-07-18T21:08:55.400Z,2025-07-18T17:08:55,"orange","fruit (2-7/8" dia)",1,140,"null",68.6,17.556,0.21,1.274,0.0238,0,0.042,0.0434,0,1.4,3.08,11.9,0,0,60.2,0.182,232.4,345.8,82.74,0,0,0,0,0.1106,0,0,15.4,32.2,0
2025-07-18T19:30:54.265Z,2025-07-18T15:30:54,"crunchy peanut butter","g",30,30,"null",176.7,6.471,14.982,7.218,2.2821,0,6.9369,4.1796,0,145.8,2.4,2.523,0,0,13.5,0.57,223.5,0,0,0,0,0,0,0.1254,0,0,48,95.7,0
2025-07-18T19:30:54.265Z,2025-07-18T15:30:54,"cracker","cracker",1,4,"null",20.4,2.452,1.0572,0.2656,0.2225,0.043,0.2621,0.5255,0,29.04,0.092,0.3272,0,0,4.8,0.1612,4.72,0,0,0,0,0,0,0.0025,0,0,0.72,9.92,0
2025-07-18T15:27:27.535Z,2025-07-18T11:27:27,"egg","egg",3,150,"null",210,1,15,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-18T15:27:27.535Z,2025-07-18T11:27:27,"chicken bone broth","cup",0.5,120,"null",15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-18T15:27:27.535Z,2025-07-18T11:27:27,"campari tomato","tomato",4,480,"null",80,18,0,4,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-18T15:27:27.535Z,2025-07-18T11:27:27,"dill","tablespoon",1,1,"null",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-18T11:23:35.000Z,2025-07-18T07:23:35,"chicken bone broth","cup",1,240,"null",15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-18T01:52:26.000Z,2025-07-17T21:52:26,"gummy","gummy bears",1,2.2,"null",8.712,2.1758,0,0,0,0,0,0,0,0.968,0.0022,1.2973,0,0,0.066,0.0088,0.11,0,0,0,0,0,0,0.0001,0,0,0.022,0.022,0
2025-07-18T00:08:18.235Z,2025-07-17T20:08:18,"Vanilla Cake Slice","slice",1,80,"null",300,40,15,3,0,0,0,0,0,0,1,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17T23:56:53.910Z,2025-07-17T19:56:53,"White Rice","cup",0.5,75,"null",97,21.6,0.2,2,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17T23:56:53.910Z,2025-07-17T19:56:53,"Ground Beef","cup",0.5,115,"null",288,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17T23:56:53.910Z,2025-07-17T19:56:53,"Sautéed Kale","cup",0.5,67,"null",18,3.7,0.3,1.2,0,0,0,0,0,0,1.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
